순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
43,대구광역시,북구,대구광역시수산물도매시장,대구 북구 매천로 63-0,쇼핑,시장,41202
44,대구광역시,달성군,국립대구과학관,대구 달성군 테크노대로6길 20-0,문화관광,전시시설,40220
45,대구광역시,달서구,월광수변공원,대구 달서구 월곡로 5-0,문화관광,도시공원,40066
46,대구광역시,동구,이마트반야월점,대구 동구 안심로 389-2,쇼핑,대형마트,39976
47,대구광역시,중구,롯데시네마프리미엄만경,대구 중구 국채보상로 547-0,문화관광,공연시설,39422
48,대구광역시,수성구,동아백화점수성점,대구 수성구 지범로 191-0,쇼핑,백화점,39292
49,대구광역시,동구,롯데마트대구율하점,대구 동구 안심로 80-0,쇼핑,대형마트,35133
50,대구광역시,중구,달성공원,대구 중구 달성공원로 35-0,문화관광,도시공원,33916
51,대구광역시,서구,서대구역,대구 서구,기타관광,교통시설,33904
52,대구광역시,중구,스파크랜드,대구 중구 동성로6길 61-0,문화관광,테마공원,32959
53,대구광역시,달성군,리조트스파밸리네이처파크,대구 달성군 가창로 891-0,문화관광,테마공원,32514
54,대구광역시,수성구,홈플러스대구수성점,대구 수성구 동대구로 95-0,쇼핑,대형마트,31321
55,대구광역시,서구,이마트트레이더스비산점,대구 서구 팔달로 54-0,쇼핑,대형마트,30772
56,대구광역시,달서구,서남시장,대구 달서구 달구벌대로 1643-0,쇼핑,시장,30379
57,대구광역시,동구,방촌종합시장,대구 동구 동촌로46길 2-0,쇼핑,시장,28200
58,대구광역시,수성구,무열대체력단련장,대구 수성구 무열로 56-0,레저스포츠,육상레저스포츠,27784
59,대구광역시,북구,CGV연경,대구 북구 동화천로 290-0,문화관광,공연시설,27055
60,대구광역시,수성구,CGV대구스타디움,대구 수성구 유니버시아드로 140-0,문화관광,공연시설,26529
61,대구광역시,북구,NC아울렛엑스코점,대구 북구 유통단지로14길 22-0,쇼핑,쇼핑몰,26513
62,대구광역시,중구,동아백화점쇼핑점,대구 중구 달구벌대로 2085-0,쇼핑,백화점,25599
62,대구광역시,서구,홈플러스내당점,대구 서구 달구벌대로 1821-0,쇼핑,대형마트,25599
64,대구광역시,수성구,국립대구박물관,대구 수성구 청호로 321-0,문화관광,전시시설,25256
65,대구광역시,동구,아양아트센터,대구 동구 효동로2길 24-0,문화관광,기타문화관광지,24644
66,대구광역시,남구,관문시장,대구 남구 관문시장2길 43-0,쇼핑,시장,23548
67,대구광역시,동구,봉무공원,대구 동구,문화관광,도시공원,23537
68,대구광역시,달서구,홈플러스상인점,대구 달서구 월배로 183-0,쇼핑,대형마트,23511
69,대구광역시,동구,불로전통시장,대구 동구 팔공로26길 9-1,쇼핑,시장,23138
70,대구광역시,남구,봉덕신시장,대구 남구 봉덕로 115-0,쇼핑,시장,22443
71,대구광역시,동구,파계사,대구 동구 파계로 741-0,역사관광,종교성지,22068
72,대구광역시,동구,메가박스대구이시아,대구 동구 팔공로49길 51-0,문화관광,공연시설,21808
73,대구광역시,달성군,비슬산자연휴양림,대구 달성군 일연선사길 99-0,자연관광,자연공원,21429
74,대구광역시,달성군,스파밸리,대구 달성군 가창로 891-0,문화관광,테마공원,21218
75,대구광역시,달서구,CGV대구월성,대구 달서구 조암로 29-0,문화관광,공연시설,20604
76,대구광역시,달성군,디아크,대구 달성군 강정본길 57-0,문화관광,전시시설,20480
77,대구광역시,동구,홈플러스동촌점,대구 동구 동촌로 127-0,쇼핑,대형마트,20340
78,대구광역시,수성구,수성유원지,대구 수성구,문화관광,복합관광시설,20260
79,대구광역시,동구,동구시장,대구 동구 효목로 8-0,쇼핑,시장,20077
80,대구광역시,북구,서대구고속버스터미널,대구 북구 팔달로 103-0,기타관광,교통시설,19678
81,대구광역시,달서구,롯데시네마성서,대구 달서구 성서로 414-0,문화관광,공연시설,19014
82,대구광역시,북구,MRNW,대구 북구 호국로 300-22,문화관광,기타문화관광지,18770
83,대구광역시,서구,퀸스로드,대구 서구 평리로35길 18-17,쇼핑,쇼핑몰,18259
84,대구광역시,북구,대구역,대구 북구 태평로 161-0,기타관광,교통시설,17970
85,대구광역시,북구,DGB대구은행파크,대구 북구 고성로 191-0,문화관광,레저스포츠시설,17798
86,대구광역시,서구,광장코아,대구 서구 달구벌대로 1703-0,쇼핑,쇼핑몰,17604
87,대구광역시,중구,경상감영공원,대구 중구 경상감영길 99-0,문화관광,도시공원,17514
88,대구광역시,달서구,와룡시장,대구 달서구 성서서로 347-1,쇼핑,시장,17474
89,대구광역시,중구,대구콘서트하우스,대구 중구 태평로 141-0,문화관광,공연시설,16891
90,대구광역시,동구,대구체력단련장,대구 동구,레저스포츠,육상레저스포츠,16743
91,대구광역시,동구,평화시장,대구 동구 아양로9길 10-0,쇼핑,시장,16728
92,대구광역시,달성군,화원유원지,대구 달성군 사문진로1길 40-14,문화관광,복합관광시설,16605
93,대구광역시,남구,홈플러스남대구점,대구 남구 대명로 116-0,쇼핑,대형마트,16480
94,대구광역시,동구,팔공CC,대구 동구 팔공산로237길 186-0,레저스포츠,육상레저스포츠,16285
95,대구광역시,달서구,코오롱야외음악당,대구 달서구 야외음악당로 180-0,문화관광,공연시설,16284
96,대구광역시,중구,CGV대구한일,대구 중구 동성로 39-0,문화관광,공연시설,16100
97,대구광역시,동구,씨네팔공산,대구 동구 팔공산로 1184-0,문화관광,공연시설,15686
98,대구광역시,달서구,계명아트센터,대구 달서구 달구벌대로 1095-0,문화관광,공연시설,15612
99,대구광역시,북구,롯데시네마프리미엄칠곡,대구 북구 학정로 422-0,문화관광,공연시설,15323
100,대구광역시,북구,동아아울렛강북점,대구 북구 칠곡중앙대로 416-0,쇼핑,쇼핑몰,15071
101,대구광역시,달서구,월배시장,대구 달서구 월배로24길 13-0,쇼핑,시장,14989
102,대구광역시,달서구,롯데시네마상인,대구 달서구 월곡로 247-0,문화관광,공연시설,14884
103,대구광역시,달성군,현풍백년도깨비시장,대구 달성군 비슬로130길 53-1,쇼핑,시장,14714
104,대구광역시,남구,앞산빨래터공원,대구 남구 앞산순환로 365-0,문화관광,도시공원,14530
105,대구광역시,남구,성당시장,대구 남구 성당로 196-0,쇼핑,시장,14283
106,대구광역시,동구,영남꽃집,대구 동구 팔공로 42-0,체험관광,농/산/어촌체험,14163
107,대구광역시,북구,팔달시장,대구 북구 팔달로37길 11-0,쇼핑,시장,14015
108,대구광역시,달서구,83타워,대구 달서구 두류공원로 200-0,문화관광,랜드마크관광,13788
109,대구광역시,남구,대명시장,대구 남구 명덕로 60-0,쇼핑,시장,13656
110,대구광역시,남구,앞산케이블카,대구 남구 앞산순환로 574-114,기타관광,기타관광,13276
111,대구광역시,달성군,롯데시네마대구현풍,대구 달성군 테크노상업로 62-0,문화관광,공연시설,13182
112,대구광역시,동구,대구섬유박물관,대구 동구 팔공로 227-0,문화관광,전시시설,13107
113,대구광역시,북구,대구국제사격장,대구 북구 문주길 170-0,레저스포츠,육상레저스포츠,12813
114,대구광역시,동구,롯데시네마율하,대구 동구 안심로 80-0,문화관광,공연시설,12477
115,대구광역시,달성군,사문진주막촌,대구 달성군 사문진로1길 40-20,기타관광,기타관광,12449
116,대구광역시,수성구,대구스타디움보조경기장,대구 수성구 유니버시아드로 180-0,문화관광,레저스포츠시설,12394
117,대구광역시,동구,망우공원,대구 동구,문화관광,도시공원,12184
118,대구광역시,수성구,펀더랜드,대구 수성구 용학로 106-7,문화관광,테마공원,11633
