순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
127,대전광역시,유성구,메가박스대전신세계아트앤사이언스,대전 유성구 엑스포로 1-0,문화관광,공연시설,4499
128,대전광역시,유성구,대전원협노은농산물공판장,대전 유성구 노은동로 33-0,쇼핑,시장,4423
129,대전광역시,서구,롯데시네마대전,대전 서구 계룡로 598-0,문화관광,공연시설,4355
130,대전광역시,유성구,티놀자애니멀파크,대전 유성구 대덕대로989번길 9-51,기타관광,기타관광,4338
131,대전광역시,서구,천연기념물센터,대전 서구 유등로 927-0,문화관광,전시시설,4268
132,대전광역시,대덕구,덕암축구센터,대전 대덕구 대덕대로1448번길 199-0,문화관광,레저스포츠시설,4250
133,대전광역시,유성구,광수사,대전 유성구 학하서로63번길 26-0,역사관광,종교성지,4208
134,대전광역시,유성구,송강재래시장,대전 유성구 구즉로 74-7,쇼핑,시장,4203
135,대전광역시,서구,서구관저문예회관,대전 서구 관저동로105번길 20-0,문화관광,기타문화관광지,4201
136,대전광역시,유성구,스마트풋살장,대전 유성구 엑스포로 213-0,문화관광,레저스포츠시설,4081
137,대전광역시,유성구,베이스캠프 볼더스팟,대전 유성구 온천로 52-0,레저스포츠,기타레저스포츠,4064
138,대전광역시,유성구,은구비공원,대전 유성구,문화관광,도시공원,3986
139,대전광역시,동구,CGV대전가오,대전 동구 은어송로 72-0,문화관광,공연시설,3939
140,대전광역시,중구,테미공원,대전 중구 보문로199번길 37-36,문화관광,도시공원,3909
141,대전광역시,서구,대전곤충생태관,대전 서구 둔산대로 191-0,문화관광,전시시설,3828
142,대전광역시,유성구,지질박물관,대전 유성구 과학로 124-0,문화관광,전시시설,3807
143,대전광역시,유성구,키즈다쿵대전유성점,대전 유성구 지족로 298-0,문화관광,테마공원,3799
144,대전광역시,유성구,대전어린이천문대,대전 유성구 현충원로 165-0,기타관광,기타관광,3675
145,대전광역시,대덕구,대상베스트코오정점,대전 대덕구 한밭대로 1030-0,쇼핑,대형마트,3638
146,대전광역시,유성구,아틀란티스대전점,대전 유성구 엑스포로123번길 27-22,문화관광,테마공원,3626
147,대전광역시,유성구,구암사,대전 유성구 북유성대로487번길 130-0,역사관광,종교성지,3598
148,대전광역시,서구,이응노미술관,대전 서구 둔산대로 157-0,문화관광,전시시설,3390
