순위,광역시/도,시/군/구,관광지명,도로명주소,중분류 카테고리,소분류 카테고리,검색건수
259,경상남도,진주시,강주연못,경남 진주시,자연관광,자연경관(하천/해양),9804
260,경상남도,남해군,아난티남해CC,경남 남해군 남서대로1179번길 40-109,레저스포츠,육상레저스포츠,9800
261,경상남도,창원시 진해구,진해루해변공원,경남 창원시 진해구 진희로 150-0,문화관광,도시공원,9726
262,경상남도,거제시,시방선착장,경남 거제시 시방2길 0-0,기타관광,교통시설,9624
263,경상남도,양산시,영화공장,경남 양산시 덕계북길 35-0,문화관광,공연시설,9614
264,경상남도,창원시 의창구,잭슨나인스창원점,경남 창원시 의창구 신촌본포로 5-16,문화관광,테마공원,9608
265,경상남도,밀양시,밀양댐생태공원,경남 밀양시,문화관광,도시공원,9563
266,경상남도,거제시,외포항,경남 거제시 외포5길 0-0,기타관광,교통시설,9496
267,경상남도,합천군,대장경테마파크,경남 합천군 가야산로 1160-0,문화관광,테마공원,9479
268,경상남도,창원시 진해구,한산대체력단련장,경남 창원시 진해구,레저스포츠,육상레저스포츠,9419
269,경상남도,거제시,근포마을동굴,경남 거제시,기타관광,기타관광,9363
